marca	modelo	denominacion	periodo_desde	periodo_hasta	cilindrada	num_cilindros	combustible	potencia_kw	cvf	potencia_cv	valor_base_euros
ACE	1	1 PAVIMENTO 549 DA.			2200	4	D	74	14.10	100	33600
ACE	1	1 PAVIMENTO 573 DA.			2200	4	D	74	14.10	100	33600
ACE	1	1 PAVIMENTO 573 LDA.			2200	4	D	74	14.10	100	33600
ACE	1	1 PAVIMENTO 596 CDA.			2200	4	D	74	14.10	100	36500
ACE	1	1 PAVIMENTO 596 DA.			2200	4	D	74	14.10	100	36500
ACE	1	1 PAVIMENTO 596 LDA.			2200	4	D	74	14.10	100	36500
ACE	1	1 PAVIMENTO 640 LDA.			2200	4	D	74	14.10	100	37700
ACE	2	2 PAVIMENTO 596 DA.			2287	4	D	96	14.44	130	37900
ACE	2	2 PAVIMENTO 596 LDA.			2287	4	D	96	14.44	130	37900
ACE	2	2 PAVIMENTO 620 DDA.			2287	4	D	96	14.44	130	40300
ACE	2	2 PAVIMENTO 620 LDA.			2287	4	D	96	14.44	130	40300
ACE	2	2 PAVIMENTO 680 DDA.			3500	4	D	118	18.64	160	45200
ACE	2	2 PAVIMENTO 680 SDA.			3500	4	D	118	18.64	160	45200
ACE	2	2 PAVIMENTO 690 LDA.			3500	4	D	118	18.64	160	46000
ACE	PROFILÉ	PROFILÉ 620 CD.			2287	4	D	96	14.44	130	40100
ACE	PROFILÉ	PROFILÉ 620 SD.			2287	4	D	96	14.44	130	39600
ACE	PROFILÉ	PROFILÉ 621 CP.			2287	4	D	96	14.44	130	39600
ACE	PROFILÉ	PROFILÉ 675 SD.			2287	4	D	96	14.44	130	42500
ACE	PROFILÉ	PROFILÉ 676 LD.			2287	4	D	96	14.44	130	42500
ACE	PROFILÉ	PROFILÉ 677 CP.			2287	4	D	96	14.44	130	42500
ACE	PROFILÉ	PROFILÉ 680 SD.			3500	4	D	118	18.64	160	44300
ACE	PROFILÉ	PROFILÉ 690 DD.			3500	4	D	118	18.64	160	46100
ACE	PROFILÉ	PROFILÉ 690 DL.			3500	4	D	118	18.64	160	46100
ACROSS CAR	Across	Across Van 340 FIAT 2300 DS/CD/LD.			2300	4	D	103	14.49	140	42600
ACROSS CAR	Across	Across Van 410 FIAT 2300 DD/CD/LD.			2300	4	D	103	14.49	140	44300
ACROSS CAR	AERO	AERO 340 FDL/FDC.			2300	4	D	96	14.49	130	36600
ACROSS CAR	AERO	AERO 440 FDL.			2300	4	D	96	14.49	130	41400
ACROSS CAR	AERO	AERO 565 CD.			2000	4	D	85	13.32	115	39700
ACROSS CAR	AERO	AERO 565 LD.			2000	4	D	85	13.32	115	39700
ACROSS CAR	AERO	AERO 596 LD.			2000	4	D	85	13.32	115	40400
ACROSS CAR	AERO	AERO 596 SP.			2300	4	D	85	14.49	115	39800
ACROSS CAR	AERO	AERO 620 CD.			2300	4	D	96	14.49	130	41200
ACROSS CAR	AERO	AERO 620 SD.			2300	4	D	96	14.49	130	40400
ACROSS CAR	AERO	AERO 621 CP.			2300	4	D	96	14.49	130	40400
ACROSS CAR	AERO	AERO 650 SD.			2300	4	D	96	14.49	130	42300
ACROSS CAR	AERO	AERO 660 CD.			2300	4	D	96	14.49	130	42300
ACROSS CAR	AERO	AERO 660 LD.			2300	4	D	96	14.49	130	42300
ACROSS CAR	AERO	AERO 675 SD.			2300	4	D	96	14.49	130	44200
ACROSS CAR	AERO	AERO 676 LD.			2300	4	D	96	14.49	130	44200
ACROSS CAR	AERO	AERO 680 SD.			2300	4	D	96	14.49	130	44200
ACROSS CAR	AERO	AERO 690 GD.			2300	4	D	96	14.49	130	45800
ACROSS CAR	AERO	AERO 690 LD.			2300	4	D	96	14.49	130	45800
ACROSS CAR	AERO	AERO 737 CP.			2300	4	D	96	14.49	130	46400
ACROSS CAR	AERO	AERO 737 LD.			2300	4	D	96	14.49	130	45600
ACROSS CAR	AERO	AERO PERFILADA 596 LD FIAT.			2300	4	D	103	14.49	140	41600
ACROSS CAR	AERO	AERO PERFILADA 620 CD FIAT.			2300	4	D	103	14.49	140	42300
ACROSS CAR	AERO	AERO PERFILADA 620 SD FIAT.			2300	4	D	103	14.49	140	41600
ACROSS CAR	AERO	AERO PERFILADA 621 CP FIAT.			2300	4	D	103	14.49	140	41600
ACROSS CAR	AERO	AERO PERFILADA 650 SD FIAT.			2300	4	D	103	14.49	140	43300
ACROSS CAR	AERO	AERO PERFILADA 660 CD FIAT.			2300	4	D	103	14.49	140	43300
ACROSS CAR	AERO	AERO PERFILADA 660 LD FIAT.			2300	4	D	103	14.49	140	43300
ACROSS CAR	AERO	AERO PERFILADA 675 SD FIAT.			2300	4	D	103	14.49	140	45100
ACROSS CAR	AERO	AERO PERFILADA 676 LD FIAT.			2300	4	D	103	14.49	140	45100
ACROSS CAR	AERO	AERO PERFILADA 677 CD FIAT.			2300	4	D	103	14.49	140	36100
ACROSS CAR	AERO	AERO PERFILADA 677 CP FIAT.			2300	4	D	103	14.49	140	45100
ACROSS CAR	AERO	AERO PERFILADA 680 CD FIAT.			2300	4	D	103	14.49	140	45100
ACROSS CAR	AERO	AERO PERFILADA 680 SD FIAT.			2300	4	D	103	14.49	140	45100
ACROSS CAR	AERO	AERO PERFILADA 690 GD FIAT.			2300	4	D	103	14.49	140	46600
ACROSS CAR	AERO	AERO PERFILADA 690 LD FIAT.			2300	4	D	103	14.49	140	46600
ACROSS CAR	AERO	AERO PERFILADA 695 GD FIAT.			2300	4	D	103	14.49	140	46600
ACROSS CAR	AERO	AERO PERFILADA 695 LD FIAT.			2300	4	D	103	14.49	140	46600
ACROSS CAR	AERO	AERO PERFILADA 737 CP FIAT.			2300	4	D	103	14.49	140	47200
ACROSS CAR	COMPACT	COMPACT 546 CD FIAT.			2300	4	D	103	14.49	140	32000
ACROSS CAR	COMPACT	COMPACT 564 CD FIAT 2300.			2300	4	D	103	14.49	140	40500
ACROSS CAR	COMPACT	COMPACT 565 CD FIAT.			2300	4	D	103	14.49	140	38600
ACROSS CAR	COMPACT	COMPACT 565 DK FIAT.			2300	4	D	103	14.49	140	41000
ACROSS CAR	COMPACT	COMPACT 565 LD FIAT.			2300	4	D	103	14.49	140	40500
ACROSS CAR	COMPACT	COMPACT 585 CD FIAT.			2300	4	D	103	14.49	140	40500
ACROSS CAR	COMPACT	COMPACT 586 LD FIAT.			2300	4	D	103	14.49	140	41000
ACROSS CAR	COMPACT	COMPACT 587 LD FIAT.			2300	4	D	103	14.49	140	41000
ACROSS CAR	VAN	VAN 340 FIAT DS/CD/LD.			2300	4	D	103	14.49	140	33700
ACROSS CAR	VAN	VAN 410 FIAT DD/CD/LD.			2300	4	D	103	14.49	140	33000
ACROSS CAR	XSCAPE	XSCAPE 549 DA.			2200	4	D	85	14.10	115	39400
ACROSS CAR	XSCAPE	XSCAPE 549 DA FIAT.			2300	4	D	103	14.49	140	41000
ACROSS CAR	XSCAPE	XSCAPE 573 DA.			2200	4	D	85	14.10	115	40000
ACROSS CAR	XSCAPE	XSCAPE 573 DA FIAT.			2300	4	D	103	14.49	140	41500
ACROSS CAR	XSCAPE	XSCAPE 573 LDA.			2200	4	D	85	14.10	115	40000
ACROSS CAR	XSCAPE	XSCAPE 573 LDA FIAT.			2300	4	D	103	14.49	140	41500
ACROSS CAR	XSCAPE	XSCAPE 596 DA.			2200	4	D	96	14.10	130	41300
ACROSS CAR	XSCAPE	XSCAPE 596 DA FIAT.			2300	4	D	103	14.49	140	42800
ACROSS CAR	XSCAPE	XSCAPE 596 LDA.			2200	4	D	96	14.10	130	41300
ACROSS CAR	XSCAPE	XSCAPE 596 LDA FIAT.			2300	4	D	103	14.49	140	42800
ACROSS CAR	XSCAPE	XSCAPE 620 DDA.			2200	4	D	96	14.10	130	41800
ACROSS CAR	XSCAPE	XSCAPE 620 DDA FIAT.			2300	4	D	103	14.49	140	43300
ACROSS CAR	XSCAPE	XSCAPE 620 LDA.			2200	4	D	96	14.10	130	41800
ACROSS CAR	XSCAPE	XSCAPE 620 LDA FIAT.			2300	4	D	103	14.49	140	43300
ACROSS CAR	XSCAPE	XSCAPE 646 LDA.			2200	4	D	96	14.10	130	41800
ACROSS CAR	XSCAPE	XSCAPE 646 LDA FIAT.			2300	4	D	103	14.49	140	43300
ACROSS CAR	XSCAPE	XSCAPE 680 DDA FIAT.			2300	4	D	103	14.49	140	45500
ACROSS CAR	XSCAPE	XSCAPE 680 SDA.			2200	4	D	96	14.10	130	44300
ACROSS CAR	XSCAPE	XSCAPE 690 CDA.			2200	4	D	96	14.10	130	44300
ACROSS CAR	XSCAPE	XSCAPE 690 CDA FIAT.			2300	4	D	103	14.49	140	45500
ACROSS CAR	XSCAPE	XSCAPE 690 DDA FIAT.			2300	4	D	103	14.49	140	45500
ACROSS CAR	XSCAPE	XSCAPE 690 LDA.			2200	4	D	96	14.10	130	44300
ACROSS CAR	XSCAPE	XSCAPE 690 LDA FIAT.			2300	4	D	103	14.49	140	45500
ACROSS CAR	XSCAPE	XSCAPE 695 LDA FIAT.			2300	4	D	103	14.49	140	46400
ACROSS CAR	XSCAPE	XSCAPE 725 LDA.			2200	4	D	96	14.10	130	45200
ACROSS CAR	XSCAPE	XSCAPE 725 LDA FIAT.			2300	4	D	103	14.49	140	46400
ACROSS CAR	XSCAPE	XSCAPE 727 LDA.			2200	4	D	96	14.10	130	45800
ACROSS CAR	XSCAPE	XSCAPE 727 LDA FIAT.			2300	4	D	103	14.49	140	47000
ACROSS CAR	XSCAPE	XSCAPE 727 SDA FIAT.			2300	4	D	103	14.49	140	47000
ADRIA	3WAY	3WAY SPACE.			2000	4	D	85	13.32	115	32500
ADRIA	4	4 TWIN FOUR.			2200	4	D	74	14.10	100	44000
ADRIA	4	4 TWIN FOUR.			2300	4	D	88	14.49	120	45100
ADRIA	4TWIN	4TWIN CAMPER.			2200	4	D	88	14.10	120	38200
ADRIA	4TWIN	4TWIN CAMPER 1.			3000	4	D	116	16.99	157	40200
ADRIA	ACTIVE.	ACTIVE.			1600	4	D	88	11.65	120	46600
ADRIA	ACTIVE	ACTIVE DUO.	2024		2000	4	D	110	13.32	150	69200
ADRIA	ADRIATIIK	ADRIATIIK 90AA.	2002		2800	4	D	94	16.30	128	56000
ADRIA	ADRIATIK	ADRIATIK 660 DP.	2001		2800	4	D	94	16.30	128	55700
ADRIA	COMPACT	COMPACT 590 SP.			2300	4	D	88	14.49	120	42400
ADRIA	COMPACT	COMPACT 590 SP 1.			3000	4	D	116	16.99	157	44500
ADRIA	COMPACT	COMPACT 591 SL.			2300	4	D	88	14.49	120	42400
ADRIA	COMPACT	COMPACT 591 SL 1.			3000	4	D	116	16.99	157	44500
ADRIA	COMPACT	COMPACT Axess DL Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	48300
ADRIA	COMPACT	COMPACT Axess SC Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	48700
ADRIA	COMPACT	COMPACT Axess SL Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	48500
ADRIA	COMPACT	COMPACT AXESS SP CITROEN.			2000	4	D	96	13.32	130	48400
ADRIA	COMPACT	COMPACT Axess SP Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	47000
ADRIA	COMPACT	COMPACT DL Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	49100
ADRIA	COMPACT	COMPACT PLUS DL Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	52100
ADRIA	COMPACT	COMPACT Plus SC Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	52500
ADRIA	COMPACT	COMPACT PLUS SCS-SLIDE OUT FIAT.			2300	4	D	96	14.49	130	55700
ADRIA	COMPACT	COMPACT Plus SL Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	52100
ADRIA	COMPACT	COMPACT PLUS SLS- SLIDE OUT.			2300	4	D	96	14.49	130	55000
ADRIA	COMPACT	COMPACT PLUS SLS-SLIDE OUT FIAT.			2300	4	D	96	14.49	130	55700
ADRIA	COMPACT	COMPACT PLUS SP.			2300	4	D	96	14.49	130	51300
ADRIA	COMPACT	COMPACT PLUS SP FIAT.			2300	4	D	96	14.49	130	52000
ADRIA	COMPACT	COMPACT Plus SP Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	43400
ADRIA	COMPACT	COMPACT SL Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	48600
ADRIA	COMPACT	COMPACT SP.			2200	4	D	74	14.10	100	46400
ADRIA	COMPACT	COMPACT SP.			2300	4	D	96	14.49	130	48700
ADRIA	COMPACT	COMPACT Supreme DL Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	52000
ADRIA	COMPACT	COMPACT Supreme SC Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	51100
ADRIA	COMPACT	COMPACT Supreme SL Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	51100
ADRIA	CORAL	CORAL A 640 SK.			2300	4	D	96	14.49	130	47500
ADRIA	CORAL	CORAL A 640 SK 1.			3000	4	D	116	16.99	157	49500
ADRIA	CORAL	CORAL A 660 SP.			2300	4	D	96	14.49	130	55800
ADRIA	CORAL	CORAL A 660 SP 1.			3000	4	D	116	16.99	157	50700
ADRIA	CORAL	CORAL A 670 SL.			2300	4	D	96	14.49	130	56400
ADRIA	CORAL	CORAL A 680 SK.			2300	4	D	96	14.49	130	48700
ADRIA	CORAL	CORAL A 680 SK 1.			3000	4	D	116	16.99	157	50700
ADRIA	CORAL	CORAL A 690 DK.			2300	4	D	96	14.49	130	49500
ADRIA	CORAL	CORAL A 690 DK 1.			3000	4	D	116	16.99	157	51600
ADRIA	CORAL	CORAL A 690 SC.			2200	4	D	74	14.10	100	54200
ADRIA	CORAL	CORAL A 690 SC.			2300	4	D	96	14.49	130	56700
ADRIA	CORAL	CORAL AXESS S600 SC.			2000	4	D	96	13.32	130	47600
ADRIA	CORAL	CORAL AXESS S600 SL.			2000	4	D	96	13.32	130	48200
ADRIA	CORAL	CORAL AXESS S600 SL CITROEN.			2000	4	D	96	13.32	130	50700
ADRIA	CORAL	CORAL AXESS S650 SF.			2300	4	D	96	14.49	130	45800
ADRIA	CORAL	CORAL AXESS S670 SC CITROEN.			2000	4	D	96	13.32	130	51000
ADRIA	CORAL	CORAL AXESS S670 SL.			2000	4	D	96	13.32	130	47600
ADRIA	CORAL	CORAL AXESS S670 SL.			2300	4	D	96	14.49	130	47200
ADRIA	CORAL	CORAL AXESS S670 SL CITROEN.			2300	4	D	96	14.49	130	50900
ADRIA	CORAL	CORAL AXESS S690 SC.			2000	4	D	96	13.32	130	48400
ADRIA	CORAL	CORAL AXESS S690 SC.			2300	4	D	96	14.49	130	48100
ADRIA	CORAL	CORAL CAPUCHINA XL Axess A 600 DP Citroen Euro6 35 L.			2200	4	D	103	14.10	140	50500
ADRIA	Coral	Coral Capuchina XL Axess A 600 DP Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	51600
ADRIA	Coral	Coral Capuchina XL Axess A 650 DK Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	51800
ADRIA	Coral	Coral Capuchina XL Axess A 650 SP Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	51200
ADRIA	CORAL	CORAL CAPUCHINA XL Axess A 660 SL Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	54200
ADRIA	CORAL	CORAL CAPUCHINA XL Axess A 670 DK Citroen Euro6 35 L - S&S.			2200	4	D	103	14.10	140	42000
ADRIA	CORAL	CORAL CAPUCHINA XL Axess A 670 SL Citroen Euro6 35 L.			2200	4	D	103	14.10	140	42500
ADRIA	CORAL	CORAL CAPUCHINA XL Axess A 670 SP Citroen Euro6 35 L - S&S.			2200	4	D	103	14.10	140	42500
ADRIA	CORAL	CORAL CAPUCHINA XL Plus A 600 DP FIAT 6D 35 L.			2300	4	D	103	14.10	140	47900
ADRIA	CORAL	CORAL CAPUCHINA XL Plus A 670 SL Fiat 6D 35 L.			2300	4	D	103	14.10	140	56200
ADRIA	CORAL	CORAL CAPUCHINA XL Plus A 670 SP Fiat 6D 35 L.			2300	4	D	103	14.10	140	47900
ADRIA	CORAL	CORAL PLUS S 600 SC.			2300	4	D	96	14.49	130	56500
ADRIA	CORAL	CORAL PLUS S 600 SL.			2300	4	D	96	14.49	130	56000
ADRIA	CORAL	CORAL PLUS S 650 SF.			2300	4	D	96	14.49	130	52200
ADRIA	CORAL	CORAL PLUS S 690 SC.			2300	4	D	96	14.49	130	57000
ADRIA	CORAL	CORAL PLUS S670 SC FIAT.			2300	4	D	96	14.49	130	57100
ADRIA	CORAL	CORAL PLUS S670 SL FIAT.			2300	4	D	96	14.49	130	56600
ADRIA	CORAL	CORAL S 650 SP.			2200	4	D	74	14.10	100	53200
ADRIA	CORAL	CORAL S 650 SP.			2300	4	D	96	14.49	130	54900
ADRIA	CORAL	CORAL S 650 SP 1.			3000	4	D	116	16.99	157	48000
ADRIA	CORAL	CORAL S 670 SLT.			2200	4	D	74	14.10	100	54500
ADRIA	CORAL	CORAL S 670 SLT.			2300	4	D	96	14.49	130	56500
ADRIA	CORAL	CORAL S 680 SP.			2200	4	D	74	14.10	100	53900
ADRIA	CORAL	CORAL S 680 SP.			2300	4	D	96	14.49	130	55800
ADRIA	CORAL	CORAL S 680 SP 1.			3000	4	D	116	16.99	157	50600
ADRIA	CORAL	CORAL S 680 SPL.			2300	4	D	96	14.49	130	49900
ADRIA	CORAL	CORAL S 680 SPL 1.			3000	4	D	116	16.99	157	52000
ADRIA	CORAL	CORAL S 690 SC.			2200	4	D	74	14.10	100	54200
ADRIA	CORAL	CORAL S 690 SC.			2300	4	D	96	14.49	130	56200
ADRIA	CORAL	CORAL S 690 SP.			2300	4	D	96	14.49	130	48700
ADRIA	CORAL	CORAL XL AXESS 660 SL.	2025		2300	4	D	103	14.49	140	62200
ADRIA	CORAL	CORAL XL AXESS A 670 DK.			2000	4	D	96	13.32	130	50900
ADRIA	CORAL	CORAL XL AXESS A 670 DK CITROEN.			2000	4	D	96	13.32	130	51800
ADRIA	CORAL	CORAL XL AXESS A 670 SP.			2000	4	D	96	13.32	130	52000
ADRIA	CORAL	CORAL XL AXESS A 670 SP CITROEN.			2000	4	D	96	13.32	130	52800
ADRIA	CORAL	CORAL XL PLUS A 670 DK.			2300	4	D	96	14.49	130	56500
ADRIA	CORAL	CORAL XL PLUS A 670 DK FIAT.			2300	4	D	96	14.49	130	57000
ADRIA	CORAL	CORAL XL PLUS A 670 SP.			2300	4	D	96	14.49	130	57300
ADRIA	CORAL	CORAL XL PLUS A 670 SP FIAT.			2300	4	D	96	14.49	130	58000
ADRIA	FRECCIA	FRECCIA 360.			1929	4	D	60	13.04	82	47000
ADRIA	FRECCIA	FRECCIA 400.			2455	4	D	55	15.06	75	33500
ADRIA	FRECCIA	FRECCIA 400/DUCATO.			2445	4	D	53	15.03	72	33500
ADRIA	FRECCIA	FRECCIA KAMP FD10.			2360	4	D	46	14.71	63	33500
ADRIA	MATRIX	MATRIX AXESS 650 DC.	2025		2300	4	D	103	14.49	140	62400
ADRIA	MATRIX	MATRIX AXESS 670 SC.	2025		2300	4	D	103	14.49	140	62900
ADRIA	MATRIX	MATRIX AXESS 670 SL.	2025		2300	4	D	103	14.49	140	62500
ADRIA	MATRIX	MATRIX Axess M 600 SL Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	42500
ADRIA	MATRIX	MATRIX Axess M 600 SP Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	42100
ADRIA	MATRIX	MATRIX Axess M 650 DC Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	42700
ADRIA	MATRIX	MATRIX Axess M 650 DL Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	42400
ADRIA	MATRIX	MATRIX Axess M 650 SC Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	42700
ADRIA	MATRIX	MATRIX Axess M 650 SL Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	42500
ADRIA	MATRIX	MATRIX AXESS M600SC.			2000	4	D	96	13.32	130	51100
ADRIA	MATRIX	MATRIX AXESS M600SC CITROEN.			2000	4	D	96	13.32	130	51700
ADRIA	MATRIX	MATRIX AXESS M670SBC.			2000	4	D	96	13.32	130	51100
ADRIA	MATRIX	MATRIX AXESS M670SBC.			2300	4	D	96	14.49	130	50600
ADRIA	MATRIX	MATRIX AXESS M670SC.			2000	4	D	96	13.32	130	51600
ADRIA	MATRIX	MATRIX AXESS M670SC.			2300	4	D	96	14.49	130	51000
ADRIA	MATRIX	MATRIX AXESS M670SC.			2000	4	D	96	13.32	130	52200
ADRIA	MATRIX	MATRIX AXESS M670SL.			2000	4	D	96	13.32	130	51500
ADRIA	MATRIX	MATRIX AXESS M670SL.			2300	4	D	96	14.49	130	50900
ADRIA	MATRIX	MATRIX AXESS M670SL CITROEN.			2300	4	D	96	14.49	130	52100
ADRIA	MATRIX	MATRIX AXESS M670SP.			2000	4	D	96	13.32	130	50100
ADRIA	MATRIX	MATRIX AXESS M670SP.			2300	4	D	96	14.49	130	49600
ADRIA	MATRIX	MATRIX AXESS M670SP CITROEN.			2000	4	D	96	13.32	130	50700
ADRIA	MATRIX	MATRIX CROSSOVER Axess M 600 SL Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	50700
ADRIA	MATRIX	MATRIX CROSSOVER Axess M 600 SP Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	50300
ADRIA	MATRIX	MATRIX CROSSOVER Axess M 650 DC Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	50900
ADRIA	MATRIX	MATRIX CROSSOVER Axess M 650 DL Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	50600
ADRIA	MATRIX	MATRIX CROSSOVER Axess M 650 SC Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	51000
ADRIA	MATRIX	MATRIX CROSSOVER Axess M 650 SL Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	50700
ADRIA	MATRIX	MATRIX CROSSOVER Axess M 670 SC Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	51500
ADRIA	MATRIX	MATRIX CROSSOVER Axess M 670 SL Citroen Euro6 2,0 35 L.			2000	4	D	96	13.32	130	51000
ADRIA	MATRIX	MATRIX CROSSOVER Plus M 600 DT Fiat Euro6 35 L.			2300	4	D	103	14.49	140	56500
ADRIA	MATRIX	MATRIX CROSSOVER Plus M 650 DC Fiat Euro6 35 L.			2300	4	D	103	14.49	140	56800
ADRIA	MATRIX	MATRIX CROSSOVER Plus M 650 Dl Fiat Euro6 35 L.			2300	4	D	103	14.49	140	57000
ADRIA	MATRIX	MATRIX CROSSOVER Plus M 670 DC Fiat Euro6 35 L.			2300	4	D	103	14.49	140	58000
ADRIA	MATRIX	MATRIX CROSSOVER Plus M 670 DL Fiat Euro6 35 L.			2300	4	D	103	14.49	140	58100
ADRIA	MATRIX	MATRIX CROSSOVER Plus M 670 SC Fiat Euro6 35 L.			2300	4	D	103	14.49	140	57800
ADRIA	MATRIX	MATRIX CROSSOVER Plus M 670 SL Fiat Euro6 35 L.			2300	4	D	103	14.49	140	57600
ADRIA	MATRIX	MATRIX CROSSOVER Supreme M 670 DC - Fiat Euro6 35 L.			2300	4	D	103	14.49	140	62400
ADRIA	MATRIX	MATRIX CROSSOVER Supreme M 670 DL Fiat Euro6 35 L.			2300	4	D	103	14.49	140	62400
ADRIA	MATRIX	MATRIX CROSSOVER Supreme M 670 SC Fiat Euro6 35 L.			2300	4	D	103	14.49	140	62100
ADRIA	MATRIX	MATRIX CROSSOVER Supreme M 670 SL Fiat Euro6 35 L.			2300	4	D	103	14.49	140	61900
ADRIA	MATRIX	MATRIX M 650 SK.			2200	4	D	74	14.10	100	54700
ADRIA	MATRIX	MATRIX M 650 SK.			2300	4	D	96	14.49	130	56700
ADRIA	MATRIX	MATRIX M 670 SC.			2200	4	D	74	14.10	100	55700
ADRIA	MATRIX	MATRIX M 670 SC.			2300	4	D	96	14.49	130	57600
ADRIA	MATRIX	MATRIX M 680 SL.			2200	4	D	74	14.10	100	55700
ADRIA	MATRIX	MATRIX M 680 SL.			2300	4	D	96	14.49	130	57600
ADRIA	MATRIX	MATRIX M 680 SP.			2200	4	D	74	14.10	100	54700
ADRIA	MATRIX	MATRIX M 680 SP.			2300	4	D	96	14.49	130	56700
ADRIA	Matrix	Matrix Perfilada Axess M 650 DC Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	51700
ADRIA	Matrix	Matrix Perfilada Axess M 650 DL Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	51700
ADRIA	Matrix	Matrix Perfilada Axess M 650 SL Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	51500
ADRIA	Matrix	Matrix Perfilada Axess M 670 SC Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	52200
ADRIA	Matrix	Matrix Perfilada Axess M 670 SL Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	51800
ADRIA	Matrix	Matrix Perfilada Plus M 670 DC Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	56400
ADRIA	Matrix	Matrix Perfilada Plus M 670 DL Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	56500
ADRIA	Matrix	Matrix Perfilada Plus M 670 SL Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	56100
ADRIA	Matrix	Matrix Perfilada Supreme - Alde M 670 DC Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	64100
ADRIA	Matrix	Matrix Perfilada Supreme - Alde M 670 DL Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	64100
ADRIA	Matrix	Matrix Perfilada Supreme - Alde M 670 SC Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	63800
ADRIA	Matrix	Matrix Perfilada Supreme - Alde M 670 SL Fiat 6E 2,2 35L Man.			2200	4	D	103	14.10	140	63500
ADRIA	MATRIX	MATRIX PLATINUM M670 SBC-PLATINUM.			2300	4	D	96	14.49	130	58000
ADRIA	MATRIX	MATRIX PLATINUM M670 SC-PLATINUM.			2300	4	D	96	14.49	130	57800
ADRIA	MATRIX	MATRIX PLATINUM M670 SL-PLATINUM.			2300	4	D	96	14.49	130	57500
ADRIA	MATRIX	MATRIX PLUS M 600 SC.			2300	4	D	96	14.49	130	57100
ADRIA	Matrix	Matrix Plus M 670 DC Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	58100
ADRIA	Matrix	Matrix Plus M 670 DL Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	58200
ADRIA	MATRIX	MATRIX PLUS M 670 SC.			2300	4	D	96	14.49	130	57500
ADRIA	MATRIX	MATRIX PLUS M 670 SC FIAT.			2300	4	D	96	14.49	130	58100
ADRIA	Matrix	Matrix Plus M 670 SC Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	58000
ADRIA	MATRIX	MATRIX PLUS M 670 SL.			2300	4	D	96	14.49	130	57000
ADRIA	MATRIX	MATRIX PLUS M 670 SL FIAT.			2300	4	D	96	14.49	130	57800
ADRIA	Matrix	Matrix Plus M 670 SL Fiat 6D Final 35 L Man.			2200	4	D	103	14.10	140	57700
ADRIA	MATRIX	MATRIX PLUS M670 SBC.			2300	4	D	96	14.49	130	57800
ADRIA	MATRIX	MATRIX PLUS M670 SBC FIAT.			2300	4	D	96	14.49	130	58400
ADRIA	MATRIX	MATRIX PLUS M670 SP.			2300	4	D	96	14.49	130	57100
ADRIA	MATRIX	MATRIX PLUS M670 SP FIAT.			2300	4	D	96	14.49	130	57700
